SchoolName,Year,Category,Phase,Count
Wellington Primary School,2016,Vacancy,2B,65.0
Wellington Primary School,2017,Vacancy,2B,54.0
Wellington Primary School,2017,Applied,2B,3.0
Wellington Primary School,2017,Taken,2B,3.0
Wellington Primary School,2018,Vacancy,2B,82.0
Wellington Primary School,2018,Applied,2B,1.0
Wellington Primary School,2019,Vacancy,2B,85.0
Wellington Primary School,2020,Vacancy,2B,47.0
Wellington Primary School,2021,Vacancy,2B,50.0
Wellington Primary School,2021,Applied,2B,3.0
Wellington Primary School,2021,Taken,2B,3.0
Wellington Primary School,2009,Vacancy,2C,141
Wellington Primary School,2009,Applied,2C,82
Wellington Primary School,2009,Taken,2C,82
Wellington Primary School,2010,Vacancy,2C,147
Wellington Primary School,2010,Applied,2C,75
Wellington Primary School,2010,Taken,2C,75
Wellington Primary School,2011,Vacancy,2C,181
Wellington Primary School,2011,Applied,2C,77
Wellington Primary School,2011,Taken,2C,77
Wellington Primary School,2012,Vacancy,2C,192
Wellington Primary School,2012,Applied,2C,85
Wellington Primary School,2012,Taken,2C,85
Wellington Primary School,2013,Vacancy,2C,131
Wellington Primary School,2013,Applied,2C,116
Wellington Primary School,2013,Taken,2C,115
Wellington Primary School,2014,Vacancy,2C,156
Wellington Primary School,2014,Applied,2C,109
Wellington Primary School,2014,Taken,2C,109
Wellington Primary School,2015,Vacancy,2C,120
Wellington Primary School,2015,Applied,2C,82
Wellington Primary School,2015,Taken,2C,82
Wellington Primary School,2016,Vacancy,2C,129
Wellington Primary School,2016,Applied,2C,76
Wellington Primary School,2016,Taken,2C,76
Wellington Primary School,2017,Vacancy,2C,105
Wellington Primary School,2017,Applied,2C,89
Wellington Primary School,2017,Taken,2C,87
Wellington Primary School,2018,Vacancy,2C,163
Wellington Primary School,2018,Applied,2C,99
Wellington Primary School,2018,Taken,2C,99
Wellington Primary School,2019,Vacancy,2C,170
Wellington Primary School,2019,Applied,2C,131
Wellington Primary School,2019,Taken,2C,131
Wellington Primary School,2020,Vacancy,2C,94
Wellington Primary School,2020,Applied,2C,116
Wellington Primary School,2020,Taken,2C,94
Wellington Primary School,2021,Vacancy,2C,97
Wellington Primary School,2021,Applied,2C,119
Wellington Primary School,2021,Taken,2C,97
Wellington Primary School,2009,Vacancy,2C(S),60.0
Wellington Primary School,2009,Applied,2C(S),28.0
Wellington Primary School,2009,Taken,2C(S),28.0
Wellington Primary School,2010,Vacancy,2C(S),73.0
Wellington Primary School,2010,Applied,2C(S),45.0
Wellington Primary School,2010,Taken,2C(S),45.0
Wellington Primary School,2011,Vacancy,2C(S),104.0
Wellington Primary School,2011,Applied,2C(S),108.0
Wellington Primary School,2011,Taken,2C(S),104.0
Wellington Primary School,2012,Vacancy,2C(S),107.0
Wellington Primary School,2012,Applied,2C(S),52.0
Wellington Primary School,2012,Taken,2C(S),64.0
Wellington Primary School,2013,Vacancy,2C(S),16.0
Wellington Primary School,2013,Applied,2C(S),17.0
Wellington Primary School,2013,Taken,2C(S),16.0
Wellington Primary School,2014,Vacancy,2C(S),47.0
Wellington Primary School,2014,Applied,2C(S),12.0
Wellington Primary School,2014,Taken,2C(S),12.0
Wellington Primary School,2015,Vacancy,2C(S),38.0
Wellington Primary School,2015,Applied,2C(S),10.0
Wellington Primary School,2015,Taken,2C(S),10.0
Wellington Primary School,2016,Vacancy,2C(S),53.0
Wellington Primary School,2016,Applied,2C(S),9.0
Wellington Primary School,2016,Taken,2C(S),9.0
Wellington Primary School,2017,Vacancy,2C(S),18.0
Wellington Primary School,2017,Applied,2C(S),13.0
Wellington Primary School,2017,Taken,2C(S),13.0
Wellington Primary School,2018,Vacancy,2C(S),64.0
Wellington Primary School,2018,Applied,2C(S),21.0
Wellington Primary School,2018,Taken,2C(S),21.0
Wellington Primary School,2019,Vacancy,2C(S),39.0
Wellington Primary School,2019,Applied,2C(S),17.0
Wellington Primary School,2019,Taken,2C(S),17.0
Wellington Primary School,2009,Vacancy,3,30
Wellington Primary School,2010,Vacancy,3,25
Wellington Primary School,2012,Vacancy,3,43
Wellington Primary School,2014,Vacancy,3,35
Wellington Primary School,2015,Vacancy,3,28
Wellington Primary School,2016,Vacancy,3,44
Wellington Primary School,2017,Vacancy,3,5
Wellington Primary School,2018,Vacancy,3,43
Wellington Primary School,2019,Vacancy,3,22
Yio Chu Kang Primary School,2009,Taken,Phase 1,55
Yio Chu Kang Primary School,2010,Taken,Phase 1,59
Yio Chu Kang Primary School,2011,Taken,Phase 1,50
Yio Chu Kang Primary School,2012,Taken,Phase 1,48
Yio Chu Kang Primary School,2013,Taken,Phase 1,55
Yio Chu Kang Primary School,2014,Taken,Phase 1,45
Yio Chu Kang Primary School,2015,Taken,Phase 1,51
Yio Chu Kang Primary School,2016,Taken,Phase 1,50
Yio Chu Kang Primary School,2017,Taken,Phase 1,33
Yio Chu Kang Primary School,2018,Taken,Phase 1,38
Yio Chu Kang Primary School,2019,Vacancy,Phase 1,140
Yio Chu Kang Primary School,2019,Applied,Phase 1,41
Yio Chu Kang Primary School,2019,Taken,Phase 1,41
Yio Chu Kang Primary School,2020,Vacancy,Phase 1,200
Yio Chu Kang Primary School,2020,Applied,Phase 1,46
Yio Chu Kang Primary School,2020,Taken,Phase 1,46
Yio Chu Kang Primary School,2021,Vacancy,Phase 1,160
Yio Chu Kang Primary School,2021,Applied,Phase 1,46
Yio Chu Kang Primary School,2021,Taken,Phase 1,46
Yio Chu Kang Primary School,2011,Taken,2A(1),1
Yio Chu Kang Primary School,2012,Taken,2A(1),1
Yio Chu Kang Primary School,2019,Vacancy,2A(1),99
Yio Chu Kang Primary School,2020,Vacancy,2A(1),154
Yio Chu Kang Primary School,2021,Vacancy,2A(1),114
Yio Chu Kang Primary School,2009,Taken,2A(2),9
Yio Chu Kang Primary School,2010,Taken,2A(2),9
Yio Chu Kang Primary School,2011,Taken,2A(2),5
Yio Chu Kang Primary School,2012,Taken,2A(2),2
Yio Chu Kang Primary School,2013,Taken,2A(2),11
Yio Chu Kang Primary School,2014,Taken,2A(2),2
Yio Chu Kang Primary School,2015,Taken,2A(2),3
Yio Chu Kang Primary School,2016,Taken,2A(2),4
Yio Chu Kang Primary School,2017,Taken,2A(2),6
Yio Chu Kang Primary School,2018,Taken,2A(2),4
Yio Chu Kang Primary School,2019,Vacancy,2A(2),99
Yio Chu Kang Primary School,2019,Applied,2A(2),9
Yio Chu Kang Primary School,2019,Taken,2A(2),9
Yio Chu Kang Primary School,2020,Vacancy,2A(2),154
Yio Chu Kang Primary School,2020,Applied,2A(2),2
Yio Chu Kang Primary School,2020,Taken,2A(2),2
Yio Chu Kang Primary School,2021,Vacancy,2A(2),114
Yio Chu Kang Primary School,2009,Vacancy,2B,58.0
Yio Chu Kang Primary School,2009,Applied,2B,1.0
Yio Chu Kang Primary School,2009,Taken,2B,1.0
Yio Chu Kang Primary School,2010,Vacancy,2B,56.0
Yio Chu Kang Primary School,2011,Vacancy,2B,62.0
Yio Chu Kang Primary School,2012,Vacancy,2B,65.0
Yio Chu Kang Primary School,2012,Applied,2B,1.0
Yio Chu Kang Primary School,2012,Taken,2B,1.0
Yio Chu Kang Primary School,2013,Vacancy,2B,57.0
Yio Chu Kang Primary School,2013,Applied,2B,1.0
Yio Chu Kang Primary School,2013,Taken,2B,1.0
Yio Chu Kang Primary School,2014,Vacancy,2B,67.0
Yio Chu Kang Primary School,2015,Vacancy,2B,63.0
Yio Chu Kang Primary School,2015,Applied,2B,1.0
Yio Chu Kang Primary School,2016,Vacancy,2B,63.0
Yio Chu Kang Primary School,2017,Vacancy,2B,56.0
Yio Chu Kang Primary School,2018,Vacancy,2B,84.0
Yio Chu Kang Primary School,2019,Vacancy,2B,65.0
Yio Chu Kang Primary School,2020,Vacancy,2B,96.0
Yio Chu Kang Primary School,2021,Vacancy,2B,77.0
Yio Chu Kang Primary School,2009,Vacancy,2C,116.0
Yio Chu Kang Primary School,2009,Applied,2C,48.0
Yio Chu Kang Primary School,2009,Taken,2C,48.0
Yio Chu Kang Primary School,2010,Vacancy,2C,112.0
Yio Chu Kang Primary School,2010,Applied,2C,30.0
Yio Chu Kang Primary School,2010,Taken,2C,30.0
Yio Chu Kang Primary School,2011,Vacancy,2C,125.0
Yio Chu Kang Primary School,2011,Applied,2C,32.0
Yio Chu Kang Primary School,2011,Taken,2C,32.0
Yio Chu Kang Primary School,2012,Vacancy,2C,128.0
Yio Chu Kang Primary School,2012,Applied,2C,58.0
Yio Chu Kang Primary School,2012,Taken,2C,58.0
Yio Chu Kang Primary School,2013,Vacancy,2C,113.0
Yio Chu Kang Primary School,2013,Applied,2C,52.0
Yio Chu Kang Primary School,2013,Taken,2C,51.0
Yio Chu Kang Primary School,2014,Vacancy,2C,133.0
Yio Chu Kang Primary School,2014,Applied,2C,67.0
Yio Chu Kang Primary School,2014,Taken,2C,66.0
Yio Chu Kang Primary School,2015,Vacancy,2C,126.0
Yio Chu Kang Primary School,2015,Applied,2C,58.0
Yio Chu Kang Primary School,2015,Taken,2C,57.0
Yio Chu Kang Primary School,2016,Vacancy,2C,126.0
Yio Chu Kang Primary School,2016,Applied,2C,29.0
Yio Chu Kang Primary School,2016,Taken,2C,28.0
Yio Chu Kang Primary School,2017,Vacancy,2C,111.0
Yio Chu Kang Primary School,2017,Applied,2C,38.0
Yio Chu Kang Primary School,2017,Taken,2C,38.0
Yio Chu Kang Primary School,2018,Vacancy,2C,168.0
Yio Chu Kang Primary School,2018,Applied,2C,53.0
Yio Chu Kang Primary School,2018,Taken,2C,53.0
Yio Chu Kang Primary School,2019,Vacancy,2C,130.0
Yio Chu Kang Primary School,2019,Applied,2C,27.0
Yio Chu Kang Primary School,2019,Taken,2C,27.0
Yio Chu Kang Primary School,2020,Vacancy,2C,192.0
Yio Chu Kang Primary School,2020,Applied,2C,50.0
Yio Chu Kang Primary School,2020,Taken,2C,50.0
Yio Chu Kang Primary School,2021,Vacancy,2C,154.0
Yio Chu Kang Primary School,2021,Applied,2C,40.0
Yio Chu Kang Primary School,2021,Taken,2C,40.0
Yio Chu Kang Primary School,2009,Vacancy,2C(S),68.0
Yio Chu Kang Primary School,2009,Applied,2C(S),75.0
Yio Chu Kang Primary School,2009,Taken,2C(S),68.0
Yio Chu Kang Primary School,2010,Vacancy,2C(S),82.0
Yio Chu Kang Primary School,2010,Applied,2C(S),61.0
Yio Chu Kang Primary School,2010,Taken,2C(S),61.0
Yio Chu Kang Primary School,2011,Vacancy,2C(S),93.0
Yio Chu Kang Primary School,2011,Applied,2C(S),66.0
Yio Chu Kang Primary School,2011,Taken,2C(S),84.0
Yio Chu Kang Primary School,2012,Vacancy,2C(S),70.0
Yio Chu Kang Primary School,2012,Applied,2C(S),22.0
Yio Chu Kang Primary School,2012,Taken,2C(S),22.0
Yio Chu Kang Primary School,2013,Vacancy,2C(S),62.0
Yio Chu Kang Primary School,2013,Applied,2C(S),40.0
Yio Chu Kang Primary School,2013,Taken,2C(S),51.0
Yio Chu Kang Primary School,2014,Vacancy,2C(S),67.0
Yio Chu Kang Primary School,2014,Applied,2C(S),35.0
Yio Chu Kang Primary School,2014,Taken,2C(S),35.0
Yio Chu Kang Primary School,2015,Vacancy,2C(S),69.0
Yio Chu Kang Primary School,2015,Applied,2C(S),36.0
Yio Chu Kang Primary School,2015,Taken,2C(S),36.0
Yio Chu Kang Primary School,2016,Vacancy,2C(S),98.0
Yio Chu Kang Primary School,2016,Applied,2C(S),13.0
Yio Chu Kang Primary School,2016,Taken,2C(S),13.0
Yio Chu Kang Primary School,2017,Vacancy,2C(S),73.0
Yio Chu Kang Primary School,2017,Applied,2C(S),23.0
Yio Chu Kang Primary School,2017,Taken,2C(S),23.0
Yio Chu Kang Primary School,2018,Vacancy,2C(S),115.0
Yio Chu Kang Primary School,2018,Applied,2C(S),51.0
Yio Chu Kang Primary School,2018,Taken,2C(S),51.0
Yio Chu Kang Primary School,2019,Vacancy,2C(S),103.0
Yio Chu Kang Primary School,2019,Applied,2C(S),31.0
Yio Chu Kang Primary School,2019,Taken,2C(S),31.0
Yio Chu Kang Primary School,2020,Vacancy,2C(S),144.0
Yio Chu Kang Primary School,2020,Applied,2C(S),84.0
Yio Chu Kang Primary School,2020,Taken,2C(S),84.0
Yio Chu Kang Primary School,2021,Vacancy,2C(S),114.0
Yio Chu Kang Primary School,2021,Applied,2C(S),83.0
Yio Chu Kang Primary School,2021,Taken,2C(S),83.0
Yio Chu Kang Primary School,2010,Vacancy,3,15
Yio Chu Kang Primary School,2011,Vacancy,3,9
Yio Chu Kang Primary School,2012,Vacancy,3,48
Yio Chu Kang Primary School,2013,Vacancy,3,11
Yio Chu Kang Primary School,2014,Vacancy,3,32
Yio Chu Kang Primary School,2015,Vacancy,3,33
Yio Chu Kang Primary School,2016,Vacancy,3,85
Yio Chu Kang Primary School,2017,Vacancy,3,50
Yio Chu Kang Primary School,2018,Vacancy,3,64
Yio Chu Kang Primary School,2019,Vacancy,3,72
Yio Chu Kang Primary School,2020,Vacancy,3,58
Yio Chu Kang Primary School,2021,Vacancy,3,31
Elias Park Primary School,2009,Taken,Phase 1,88
Elias Park Primary School,2010,Taken,Phase 1,67
Elias Park Primary School,2011,Taken,Phase 1,77
Elias Park Primary School,2012,Taken,Phase 1,62
Elias Park Primary School,2013,Taken,Phase 1,63
Elias Park Primary School,2014,Taken,Phase 1,60
Elias Park Primary School,2015,Taken,Phase 1,70
Elias Park Primary School,2016,Taken,Phase 1,64
Elias Park Primary School,2017,Taken,Phase 1,62
Elias Park Primary School,2018,Taken,Phase 1,72
Elias Park Primary School,2019,Vacancy,Phase 1,140
Elias Park Primary School,2019,Applied,Phase 1,63
Elias Park Primary School,2019,Taken,Phase 1,63
Elias Park Primary School,2020,Vacancy,Phase 1,140
Elias Park Primary School,2020,Applied,Phase 1,85
Elias Park Primary School,2020,Taken,Phase 1,85
Elias Park Primary School,2021,Vacancy,Phase 1,150
Elias Park Primary School,2021,Applied,Phase 1,81
Elias Park Primary School,2021,Taken,Phase 1,81
Elias Park Primary School,2019,Vacancy,2A(1),77
Elias Park Primary School,2020,Vacancy,2A(1),55
Elias Park Primary School,2021,Vacancy,2A(1),69
Elias Park Primary School,2009,Taken,2A(2),17
Elias Park Primary School,2010,Taken,2A(2),9
Elias Park Primary School,2011,Taken,2A(2),10
Elias Park Primary School,2012,Taken,2A(2),9
Elias Park Primary School,2013,Taken,2A(2),14
Elias Park Primary School,2014,Taken,2A(2),9
Elias Park Primary School,2015,Taken,2A(2),13
Elias Park Primary School,2016,Taken,2A(2),5
Elias Park Primary School,2017,Taken,2A(2),4
Elias Park Primary School,2018,Taken,2A(2),16
Elias Park Primary School,2019,Vacancy,2A(2),77
Elias Park Primary School,2019,Applied,2A(2),13
Elias Park Primary School,2019,Taken,2A(2),13
Elias Park Primary School,2020,Vacancy,2A(2),55
Elias Park Primary School,2020,Applied,2A(2),12
Elias Park Primary School,2020,Taken,2A(2),12
Elias Park Primary School,2021,Vacancy,2A(2),69
Elias Park Primary School,2021,Applied,2A(2),21
Elias Park Primary School,2021,Taken,2A(2),21
Elias Park Primary School,2009,Vacancy,2B,38.0
Elias Park Primary School,2010,Vacancy,2B,52.0
Elias Park Primary School,2011,Vacancy,2B,47.0
Elias Park Primary School,2012,Vacancy,2B,55.0
Elias Park Primary School,2012,Applied,2B,2.0
Elias Park Primary School,2012,Taken,2B,2.0
Elias Park Primary School,2013,Vacancy,2B,52.0
Elias Park Primary School,2013,Applied,2B,1.0
Elias Park Primary School,2013,Taken,2B,1.0
Elias Park Primary School,2014,Vacancy,2B,56.0
Elias Park Primary School,2014,Applied,2B,1.0
Elias Park Primary School,2014,Taken,2B,1.0
Elias Park Primary School,2015,Vacancy,2B,49.0
Elias Park Primary School,2016,Vacancy,2B,56.0
Elias Park Primary School,2017,Vacancy,2B,57.0
Elias Park Primary School,2018,Vacancy,2B,46.0
Elias Park Primary School,2019,Vacancy,2B,53.0
Elias Park Primary School,2019,Applied,2B,1.0
Elias Park Primary School,2019,Taken,2B,1.0
Elias Park Primary School,2020,Vacancy,2B,42.0
Elias Park Primary School,2021,Vacancy,2B,44.0
Elias Park Primary School,2009,Vacancy,2C,75
Elias Park Primary School,2009,Applied,2C,90
Elias Park Primary School,2009,Taken,2C,75
Elias Park Primary School,2010,Vacancy,2C,104
Elias Park Primary School,2010,Applied,2C,90
Elias Park Primary School,2010,Taken,2C,90
Elias Park Primary School,2011,Vacancy,2C,93
Elias Park Primary School,2011,Applied,2C,97
Elias Park Primary School,2011,Taken,2C,93
Elias Park Primary School,2012,Vacancy,2C,107
Elias Park Primary School,2012,Applied,2C,81
Elias Park Primary School,2012,Taken,2C,82
Elias Park Primary School,2013,Vacancy,2C,102
Elias Park Primary School,2013,Applied,2C,95
Elias Park Primary School,2013,Taken,2C,95
Elias Park Primary School,2014,Vacancy,2C,110
Elias Park Primary School,2014,Applied,2C,113
Elias Park Primary School,2014,Taken,2C,110
Elias Park Primary School,2015,Vacancy,2C,98
Elias Park Primary School,2015,Applied,2C,97
Elias Park Primary School,2015,Taken,2C,97
Elias Park Primary School,2016,Vacancy,2C,111
Elias Park Primary School,2016,Applied,2C,93
Elias Park Primary School,2016,Taken,2C,93
Elias Park Primary School,2017,Vacancy,2C,114
Elias Park Primary School,2017,Applied,2C,119
Elias Park Primary School,2017,Taken,2C,114
Elias Park Primary School,2018,Vacancy,2C,93
Elias Park Primary School,2018,Applied,2C,112
Elias Park Primary School,2018,Taken,2C,93
Elias Park Primary School,2019,Vacancy,2C,105
Elias Park Primary School,2019,Applied,2C,116
Elias Park Primary School,2019,Taken,2C,105
Elias Park Primary School,2020,Vacancy,2C,84
Elias Park Primary School,2020,Applied,2C,98
Elias Park Primary School,2020,Taken,2C,84
Elias Park Primary School,2021,Vacancy,2C,89
Elias Park Primary School,2021,Applied,2C,108
Elias Park Primary School,2021,Taken,2C,89
Elias Park Primary School,2010,Vacancy,2C(S),15.0
Elias Park Primary School,2010,Applied,2C(S),11.0
Elias Park Primary School,2010,Taken,2C(S),11.0
Elias Park Primary School,2012,Vacancy,2C(S),25.0
Elias Park Primary School,2012,Applied,2C(S),2.0
Elias Park Primary School,2012,Taken,2C(S),2.0
Elias Park Primary School,2013,Vacancy,2C(S),7.0
Elias Park Primary School,2013,Applied,2C(S),6.0
Elias Park Primary School,2013,Taken,2C(S),7.0
Elias Park Primary School,2015,Vacancy,2C(S),1.0
Elias Park Primary School,2015,Applied,2C(S),1.0
Elias Park Primary School,2015,Taken,2C(S),1.0
Elias Park Primary School,2016,Vacancy,2C(S),18.0
Elias Park Primary School,2016,Applied,2C(S),10.0
Elias Park Primary School,2016,Taken,2C(S),10.0
Elias Park Primary School,2010,Vacancy,3,2
Elias Park Primary School,2012,Vacancy,3,23
Elias Park Primary School,2016,Vacancy,3,8
Rulang Primary School,2009,Taken,Phase 1,116
Rulang Primary School,2010,Taken,Phase 1,132
Rulang Primary School,2011,Taken,Phase 1,138
Rulang Primary School,2012,Taken,Phase 1,142
Rulang Primary School,2013,Taken,Phase 1,114
Rulang Primary School,2014,Taken,Phase 1,121
Rulang Primary School,2015,Taken,Phase 1,134
Rulang Primary School,2016,Taken,Phase 1,117
Rulang Primary School,2017,Taken,Phase 1,103
Rulang Primary School,2018,Taken,Phase 1,114
Rulang Primary School,2019,Vacancy,Phase 1,230
Rulang Primary School,2019,Applied,Phase 1,119
Rulang Primary School,2019,Taken,Phase 1,119
Rulang Primary School,2020,Vacancy,Phase 1,230
Rulang Primary School,2020,Applied,Phase 1,148
Rulang Primary School,2020,Taken,Phase 1,148
Rulang Primary School,2021,Vacancy,Phase 1,230
Rulang Primary School,2021,Applied,Phase 1,134
Rulang Primary School,2021,Taken,Phase 1,134
Rulang Primary School,2009,Taken,2A(1),11
Rulang Primary School,2010,Taken,2A(1),6
Rulang Primary School,2011,Taken,2A(1),8
Rulang Primary School,2012,Taken,2A(1),24
